4.713682356779648197e-01,4.202724911677190901e-03,-5.823362250663547401e-01,6.623283509503629096e-01
2.455412343446867207e-01,1.755397254306944044e-01,9.231677158425093399e-01,2.380266276245750490e-01
-6.056415245400185166e-01,4.892293226604834538e-02,6.215455411765344884e-01,4.944552868509980437e-01
-2.528304424413039819e-01,-8.665483108892354513e-01,2.841943964828095304e-01,3.231166001271352783e-01
6.113937950714575242e-01,-4.206555401389502347e-01,1.138364353130319612e-01,6.605208625726748384e-01
3.830563922807367350e-01,3.643782690348040254e-01,-7.736304933987889765e-01,3.492737280008514911e-01
5.777917289512383148e-01,5.677663016349013825e-01,-5.862649501877835734e-01,-9.568326116975535423e-03
-4.132876264850470216e-01,4.204918982007418982e-01,1.693102785706795121e-01,-7.897556146759655560e-01
4.473275979371661715e-02,-5.963189224450090586e-01,7.287734908009257939e-01,-3.336044394804930091e-01
3.171046627392774542e-01,5.948473844054823489e-01,-6.936825274175987266e-01,2.537829255298664211e-01
6.499719607305933788e-01,6.813332820267946621e-01,2.414086520911692402e-01,-2.346130255594278957e-01
4.212940892131605830e-01,2.460434173056639390e-03,-9.001054682867383194e-01,-1.109746935929323691e-01
-2.117341223911097525e-01,4.958058155382583654e-01,-6.783403781653466469e-01,4.991989443540554849e-01
3.557458539854521651e-01,1.449711045127033693e-01,8.480918714084345611e-01,3.649225176382892566e-01
4.053885325009168872e-01,-5.253265199284475884e-01,-4.259474233790834230e-01,-6.150292494616326211e-01
